Fecha de despacho Solicitada,cluster_id_dia,ventana,n_nodos,n_pedidos,volumen_cluster_m3,peso_cluster_kg,dist_prom_deposito_km,dist_max_deposito_km,distancia_estimada_ruta_km,tiempo_viaje_estimado_h,tiempo_servicio_estimado_h,tiempo_total_estimado_h,estado_tiempo_cluster,uso_vol_pct,uso_peso_pct
2026-12-15,8,PM,9,11,15.701196,2225.495,4.2912553055679075,4.364748051781916,15.782510611135816,0.6313004244454327,1.5,2.1313004244454326,OK,0.3489154666666667,0.29673266666666664
2026-12-15,9,PM,10,10,12.856978,1727.742,5.278958086429258,5.7130584101092765,18.557916172858516,0.7423166469143406,1.6666666666666667,2.4089833135810075,OK,0.2857106222222222,0.2303656
2026-12-15,10,PM,9,11,14.688502,1986.981,6.819889149344943,7.340012934373101,20.839778298689886,0.8335911319475955,1.5,2.3335911319475953,OK,0.32641115555555555,0.2649308
2026-12-15,11,AM,13,14,14.853099,2222.464,10.595561413584429,16.26312095052242,31.59112282716886,1.2636449130867544,2.1666666666666665,3.430311579753421,OK,0.3300688666666667,0.2963285333333333
2026-12-16,1,PM,10,10,14.862942,1984.129,4.822159072007606,8.676363425919838,17.644318144015212,0.7057727257606085,1.6666666666666667,2.372439392427275,OK,0.3302876,0.26455053333333334
2026-12-16,2,AM,11,11,15.624460000000001,2088.6240000000003,10.320667884209278,12.125807971624502,29.441335768418558,1.1776534307367423,1.8333333333333333,3.0109867640700756,OK,0.34721022222222225,0.27848320000000004
2026-12-16,3,AM,13,13,14.773393,1944.884,11.293600594126845,14.318723105197344,32.98720118825369,1.3194880475301476,2.1666666666666665,3.486154714196814,OK,0.32829762222222225,0.2593178666666667
2026-12-16,4,PM,14,14,15.248925,2311.0139999999997,5.734637616986121,12.243596737710028,22.669275233972243,0.9067710093588898,2.3333333333333335,3.240104342692223,OK,0.33886499999999997,0.30813519999999994
2026-12-16,5,PM,14,14,15.54712,2339.14,3.9842848760641014,7.978864297170051,19.168569752128203,0.7667427900851281,2.3333333333333335,3.1000761234184617,OK,0.34549155555555555,0.3118853333333333
2026-12-16,6,AM,14,14,15.165288,2139.733,6.241772100707123,14.908904942878664,23.683544201414247,0.9473417680565699,2.3333333333333335,3.280675101389903,OK,0.3370064,0.28529773333333336
2026-12-16,7,PM,14,14,15.576906000000001,2198.267,3.4446614452137667,3.703290705950873,18.089322890427535,0.7235729156171015,2.3333333333333335,3.056906248950435,OK,0.3461534666666667,0.29310226666666667
2026-12-16,8,AM,20,20,13.534502999999999,2299.934,4.5575133088516475,5.483794875816612,25.115026617703293,1.0046010647081318,3.3333333333333335,4.337934398041465,OK,0.3007667333333333,0.30665786666666667
2026-12-16,9,PM,10,10,15.442271,2084.954,6.721038446644245,7.388969680379578,21.44207689328849,0.8576830757315396,1.6666666666666667,2.5243497423982064,OK,0.3431615777777778,0.2779938666666667
2026-12-16,10,AM,15,15,15.85745,2480.267,9.390283048161418,10.516355529353543,30.780566096322836,1.2312226438529135,2.5,3.7312226438529135,OK,0.3523877777777778,0.33070226666666663
2026-12-16,11,AM,15,15,15.552562,2463.617,13.380838173149563,15.739476821069069,38.761676346299126,1.550467053851965,2.5,4.050467053851965,OK,0.3456124888888889,0.3284822666666667
2026-12-16,12,PM,2,2,1.9912930000000002,221.004,17.061517917954113,17.281469847848694,35.72303583590823,1.4289214334363292,0.3333333333333333,1.7622547667696624,OK,0.04425095555555556,0.0294672
2026-12-17,1,AM,16,17,15.960723,2478.791,5.3986415682953135,9.293051113958011,23.597283136590626,0.9438913254636251,2.6666666666666665,3.6105579921302917,OK,0.35468273333333333,0.3305054666666667
2026-12-17,2,AM,12,12,13.358524,1864.079,12.431896133701123,14.318723105197344,34.46379226740225,1.37855169069609,2.0,3.37855169069609,OK,0.29685608888888887,0.24854386666666667
2026-12-17,3,PM,12,12,13.986132,2284.658,6.49361909342932,14.410134310235524,22.58723818685864,0.9034895274743456,2.0,2.9034895274743455,OK,0.3108029333333333,0.30462106666666666
2026-12-17,4,AM,14,14,15.972904,2320.14,4.14414170082718,11.423263867896816,19.48828340165436,0.7795313360661744,2.3333333333333335,3.112864669399508,OK,0.3549534222222222,0.30935199999999996
2026-12-17,5,AM,14,14,14.663588,2211.795,9.640177756162666,12.808441574442543,30.480355512325332,1.2192142204930132,2.3333333333333335,3.5525475538263467,OK,0.3258575111111111,0.294906
2026-12-17,6,PM,15,15,12.848748,1846.964,5.048912376323231,14.046704786335338,22.09782475264646,0.8839129901058584,2.5,3.383912990105858,OK,0.28552773333333337,0.24626186666666666
2026-12-17,7,PM,10,10,14.824886999999999,2072.612,3.355094674616428,3.571692109400136,14.710189349232856,0.5884075739693142,1.6666666666666667,2.255074240635981,OK,0.3294419333333333,0.2763482666666667
2026-12-17,8,PM,15,17,15.006444,2094.1059999999998,3.7569987307679953,4.100604951312047,19.51399746153599,0.7805598984614396,2.5,3.2805598984614397,OK,0.3334765333333333,0.2792141333333333
2026-12-17,9,PM,13,13,15.018284,2180.9790000000003,4.570962490002586,5.391488480207241,19.54192498000517,0.7816769992002068,2.1666666666666665,2.948343665866873,OK,0.3337396444444444,0.29079720000000003
2026-12-17,10,PM,13,13,14.980178,2485.562,5.6040657116397545,5.98217488386954,21.60813142327951,0.8643252569311803,2.1666666666666665,3.030991923597847,OK,0.33289284444444445,0.3314082666666667
2026-12-17,11,AM,14,14,15.938257,2380.392,8.225473468514464,9.845226404829814,27.650946937028927,1.106037877481157,2.3333333333333335,3.4393712108144907,OK,0.3541834888888889,0.3173856
2026-12-17,12,AM,14,15,12.553604,2002.213,13.453932741961196,16.677065959097323,38.107865483922396,1.524314619356896,2.3333333333333335,3.8576479526902294,OK,0.2789689777777778,0.26696173333333334
2026-12-18,1,PM,13,13,15.909824,2287.627,4.287972948571844,9.161127055267563,18.97594589714369,0.7590378358857476,2.1666666666666665,2.925704502552414,OK,0.3535516444444445,0.30501693333333335
2026-12-18,2,AM,22,22,15.646778,2561.859,10.1538978128779,14.318723105197344,37.9077956257558,1.516311825030232,3.6666666666666665,5.182978491696899,TENSO,0.3477061777777778,0.3415812
2026-12-18,3,AM,20,20,15.131596,2419.406,4.809719022494621,11.08624149616795,25.61943804498924,1.0247775217995696,3.3333333333333335,4.358110855132903,OK,0.3362576888888889,0.32258746666666666
2026-12-18,4,AM,16,16,15.85971,2206.43,6.714749512765515,8.529627919856038,26.22949902553103,1.0491799610212411,2.6666666666666665,3.715846627687908,OK,0.352438,0.29419066666666666
2026-12-18,5,AM,11,11,15.701587,2239.039,11.321571251325498,14.43470963473996,31.443142502650996,1.2577257001060398,1.8333333333333333,3.091059033439373,OK,0.34892415555555556,0.29853853333333336
2026-12-18,6,PM,9,9,11.101345,1517.862,4.319534410790228,14.69365842529526,15.839068821580454,0.6335627528632182,1.5,2.1335627528632184,OK,0.24669655555555556,0.20238160000000002
2026-12-18,7,PM,10,11,15.663577,2333.526,3.3297788008181426,3.560436990853332,14.659557601636285,0.5863823040654514,1.6666666666666667,2.2530489707321184,OK,0.3480794888888889,0.3111368
2026-12-18,8,PM,6,7,14.826288,2100.92,3.603523163710445,3.65777306650862,12.007046327420891,0.48028185309683563,1.0,1.4802818530968356,OK,0.32947306666666665,0.2801226666666667
2026-12-18,9,PM,13,13,15.913892,2278.678,3.7432209717910756,3.885151456741089,17.886441943582152,0.7154576777432861,2.1666666666666665,2.8821243444099527,OK,0.35364204444444447,0.3038237333333333
2026-12-18,10,PM,11,12,15.936156,2211.438,4.59240873580913,5.298721821322282,17.98481747161826,0.7193926988647305,1.8333333333333333,2.5527260321980636,OK,0.35413680000000003,0.2948584
2026-12-18,11,PM,13,13,13.983254,2047.1109999999999,6.843244411496081,7.43179381018239,24.086488822992163,0.9634595529196865,2.1666666666666665,3.1301262195863533,OK,0.3107389777777778,0.27294813333333334
2026-12-18,12,AM,12,13,15.549657,2209.598,8.913816742962272,9.652304854062864,27.427633485924545,1.0971053394369819,2.0,3.0971053394369816,OK,0.34554793333333333,0.29461306666666665
2026-12-18,13,AM,14,14,13.908684000000001,2136.003,11.842381186240095,14.063657128559306,34.88476237248019,1.3953904948992075,2.3333333333333335,3.728723828232541,OK,0.3090818666666667,0.2848004
2026-12-18,14,AM,7,7,9.772528,1407.638,14.526116821059507,15.780654687454604,34.652233642119015,1.3860893456847605,1.1666666666666667,2.552756012351427,OK,0.21716728888888887,0.18768506666666665
2026-12-19,1,PM,9,9,13.344753999999998,1930.854,3.6873792338135494,7.730600495220623,14.574758467627099,0.582990338705084,1.5,2.082990338705084,OK,0.29655008888888884,0.2574472
2026-12-19,2,PM,7,7,15.397644000000001,2080.781,8.764819702685816,9.440527120623091,23.129639405371634,0.9251855762148654,1.1666666666666667,2.091852242881532,OK,0.3421698666666667,0.27743746666666663
2026-12-19,3,AM,14,14,13.298142,1934.0410000000002,9.740263228683352,14.318723105197344,30.680526457366703,1.227221058294668,2.3333333333333335,3.560554391628002,OK,0.2955142666666667,0.25787213333333336
2026-12-19,4,AM,17,18,15.726061999999999,2228.277,5.140129167016459,11.978958641700142,23.88025833403292,0.9552103333613168,2.8333333333333335,3.7885436666946504,OK,0.3494680444444444,0.2971036
2026-12-19,5,PM,15,16,15.589245,2412.083,5.378179561602143,12.833132410912254,22.756359123204284,0.9102543649281714,2.5,3.4102543649281714,OK,0.3464276666666667,0.32161106666666667
2026-12-19,6,PM,18,18,15.986555000000001,2417.343,3.6969363563545112,4.323141098566908,21.793872712709025,0.871754908508361,3.0,3.871754908508361,OK,0.3552567777777778,0.3223124
2026-12-19,7,AM,19,19,15.997685,2452.852,4.832881744887342,5.483794875816612,24.865763489774686,0.9946305395909875,3.1666666666666665,4.161297206257654,OK,0.35550411111111113,0.3270469333333333
2026-12-19,8,AM,17,17,14.697794,2272.642,6.712489839485738,7.4299558470324305,27.024979678971476,1.0809991871588591,2.8333333333333335,3.9143325204921924,OK,0.32661764444444447,0.3030189333333333
2026-12-19,9,AM,14,14,14.004739,1943.173,9.822224170394325,11.34095625913535,30.844448340788652,1.2337779336315462,2.3333333333333335,3.5671112669648797,OK,0.31121642222222223,0.25908973333333335
2026-12-19,10,AM,7,8,15.610662000000001,2143.155,12.416545204036554,13.147553986028662,30.43309040807311,1.2173236163229244,1.1666666666666667,2.383990282989591,OK,0.34690360000000003,0.285754
2026-12-19,11,PM,5,5,4.700927,671.369,14.748140091450917,16.59919659701318,33.496280182901835,1.3398512073160733,0.8333333333333334,2.1731845406494066,OK,0.10446504444444445,0.08951586666666667
2026-12-20,1,AM,14,14,15.190609,2267.538,7.667701743444863,14.318723105197344,26.535403486889727,1.061416139475589,2.3333333333333335,3.3947494728089227,OK,0.33756908888888887,0.3023384
2026-12-20,2,PM,10,10,15.604709,2251.781,6.892686234548267,14.318723105197344,21.785372469096536,0.8714148987638615,1.6666666666666667,2.538081565430528,OK,0.3467713111111111,0.3002374666666667
2026-12-20,3,AM,15,16,15.065764,2164.887,5.590969116231076,12.542535626908302,23.18193823246215,0.9272775292984861,2.5,3.427277529298486,OK,0.33479475555555555,0.2886516
2026-12-20,4,AM,15,15,15.780859,2159.591,5.665470933698026,14.378620659295446,23.33094186739605,0.933237674695842,2.5,3.433237674695842,OK,0.35068575555555553,0.28794546666666665
2026-12-20,5,PM,11,11,13.181303,1931.697,3.4196626474232854,3.571692109400136,15.639325294846572,0.6255730117938628,1.8333333333333333,2.458906345127196,OK,0.29291784444444446,0.2575596
2026-12-20,6,PM,14,14,15.818090999999999,2233.151,3.8076008693866146,4.364748051781916,18.81520173877323,0.7526080695509292,2.3333333333333335,3.085941402884263,OK,0.35151313333333334,0.29775346666666663
2026-12-20,7,AM,16,16,14.944744,2403.689,6.344974509882996,9.3349485602927,25.489949019765994,1.0195979607906398,2.6666666666666665,3.686264627457306,OK,0.3321054222222222,0.3204918666666666
2026-12-20,8,AM,16,16,15.349206,2191.0899999999997,11.851411484968834,14.615086775031886,36.50282296993767,1.4601129187975068,2.6666666666666665,4.126779585464173,OK,0.3410934666666667,0.2921453333333333
2026-12-20,9,PM,1,2,2.282256,320.54200000000003,16.474092993855137,16.474092993855137,33.74818598771027,1.3499274395084109,0.16666666666666666,1.5165941061750776,OK,0.0507168,0.04273893333333334
2026-12-21,1,PM,17,17,14.685042000000001,2169.049,4.868637641300425,9.171125609996473,23.33727528260085,0.933491011304034,2.8333333333333335,3.7668243446373673,OK,0.3263342666666667,0.28920653333333335
2026-12-21,2,AM,10,10,14.209199,1918.442,12.99031623143326,14.318723105197344,33.980632462866524,1.359225298514661,1.6666666666666667,3.0258919651813274,OK,0.31575997777777776,0.25579226666666666
2026-12-21,3,AM,15,16,14.678065,2193.3360000000002,9.664592020136585,14.719834225071766,31.32918404027317,1.2531673616109267,2.5,3.7531673616109265,OK,0.32617922222222223,0.2924448
2026-12-21,4,AM,14,14,15.901306,2317.5370000000003,6.821149939527261,12.055225619848734,24.842299879054522,0.9936919951621809,2.3333333333333335,3.3270253284955142,OK,0.35336235555555556,0.30900493333333334
2026-12-21,5,PM,12,12,14.161992,1948.695,7.691888085414952,14.05219664203353,24.983776170829906,0.9993510468331962,2.0,2.9993510468331963,OK,0.31471093333333333,0.259826
2026-12-21,6,PM,12,12,15.626045999999999,2237.058,3.0730640229340795,3.164866207510601,15.746128045868161,0.6298451218347264,2.0,2.6298451218347263,OK,0.3472454666666666,0.2982744
2026-12-21,7,PM,14,14,15.792024,2441.768,3.5607249349690795,3.65777306650862,18.32144986993816,0.7328579947975264,2.3333333333333335,3.06619132813086,OK,0.35093386666666665,0.3255690666666667
2026-12-21,8,PM,12,12,15.41298,2178.696,3.8866449589249488,4.323141098566908,17.3732899178499,0.694931596713996,2.0,2.694931596713996,OK,0.34251066666666663,0.2904928
2026-12-21,9,PM,13,13,15.980891999999999,2433.014,4.7809705251238155,5.298721821322282,19.96194105024763,0.7984776420099052,2.1666666666666665,2.965144308676572,OK,0.3551309333333333,0.3244018666666667
2026-12-21,10,AM,17,17,15.665978,2203.135,6.856892187662065,8.662504646277053,27.313784375324133,1.0925513750129654,2.8333333333333335,3.925884708346299,OK,0.3481328444444445,0.29375133333333336
