fecha,ventana,cluster_id_dia,n_nodos_cluster,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas_cluster,km_totales_cluster,ruta_id,ruta,num_clientes,volumen_m3,peso_kg,km_ruta,tiempo_viaje_h,tiempo_servicio_h,descanso_h,tiempo_total_h,utilizacion_vol_pct,utilizacion_peso_pct
2026-12-25,AM,16,5,8.354,1119.686,1,21.976,1,"[0, 1542, 1547, 171, 195, 1220, 0]",5,8.354,1119.686,21.976,0.879,0.833,0.0,1.712,92.82,37.32
2026-12-25,AM,17,10,7.302,1018.929,1,28.612,1,"[0, 1558, 1689, 1705, 1710, 1737, 1746, 824, 181, 184, 191, 0]",10,7.302,1018.929,28.612,1.144,1.667,0.0,2.811,81.13,33.96
2026-12-25,AM,2,10,8.715,1253.087,1,28.756,1,"[0, 236, 1361, 1138, 323, 1195, 479, 484, 1268, 1274, 485, 0]",10,8.715,1253.087,28.756,1.15,1.667,0.0,2.817,96.83,41.77
2026-12-25,AM,21,10,8.376,1222.304,1,15.961,1,"[0, 1909, 1961, 2001, 2016, 1862, 1901, 1843, 1851, 883, 848, 0]",10,8.376,1222.304,15.961,0.638,1.667,0.0,2.305,93.07,40.74
2026-12-25,AM,22,7,7.787,1216.563,1,21.64,1,"[0, 242, 953, 867, 909, 1353, 1047, 1051, 0]",7,7.787,1216.563,21.64,0.866,1.167,0.0,2.032,86.53,40.55
2026-12-25,AM,3,14,7.638,1244.971,1,31.942,1,"[0, 1427, 1434, 930, 935, 1142, 1151, 345, 349, 353, 365, 376, 462, 463, 486, 0]",14,7.638,1244.971,31.942,1.278,2.333,0.0,3.611,84.87,41.5
2026-12-25,AM,5,5,7.936,1236.065,1,21.397,1,"[0, 521, 1501, 1499, 1488, 769, 0]",5,7.936,1236.065,21.397,0.856,0.833,0.0,1.689,88.17,41.2
2026-12-25,AM,8,8,8.955,1258.217,1,26.92,1,"[0, 675, 1312, 1204, 1213, 2211, 2209, 15, 2252, 0]",8,8.955,1258.217,26.92,1.077,1.333,0.0,2.41,99.5,41.94
2026-12-25,AM,9,7,7.312,996.868,1,25.174,1,"[0, 498, 2230, 2231, 2236, 143, 1380, 997, 0]",7,7.312,996.868,25.174,1.007,1.167,0.0,2.174,81.25,33.23
2026-12-25,PM,1,6,7.437,983.712,1,18.848,1,"[0, 937, 940, 1136, 1043, 59, 58, 0]",6,7.437,983.712,18.848,0.754,1.0,0.0,1.754,82.63,32.79
2026-12-25,PM,11,4,8.972,1197.993,1,29.051,1,"[0, 1647, 2057, 2064, 1124, 0]",4,8.972,1197.993,29.051,1.162,0.667,0.0,1.829,99.69,39.93
2026-12-25,PM,14,4,6.015,790.15,1,5.332,1,"[0, 1615, 1621, 1656, 1670, 0]",4,6.015,790.15,5.332,0.213,0.667,0.0,0.88,66.83,26.34
2026-12-25,PM,15,2,8.542,1042.449,1,11.343,1,"[0, 533, 1112, 0]",2,8.542,1042.449,11.343,0.454,0.333,0.0,0.787,94.91,34.75
2026-12-25,PM,18,1,5.872,730.894,1,16.926,1,"[0, 265, 0]",1,5.872,730.894,16.926,0.677,0.167,0.0,0.844,65.25,24.36
2026-12-25,PM,19,6,8.583,1216.56,1,14.692,1,"[0, 2078, 2156, 2166, 603, 606, 628, 0]",6,8.583,1216.56,14.692,0.588,1.0,0.0,1.588,95.36,40.55
2026-12-25,PM,20,4,8.208,1113.198,1,18.968,1,"[0, 2171, 2176, 2192, 277, 0]",4,8.208,1113.198,18.968,0.759,0.667,0.0,1.425,91.2,37.11
2026-12-25,PM,23,3,3.878,707.365,1,19.567,1,"[0, 1025, 1387, 1039, 0]",3,3.878,707.365,19.567,0.783,0.5,0.0,1.283,43.09,23.58
2026-12-25,PM,4,5,7.794,1070.904,1,20.781,1,"[0, 1532, 782, 1338, 802, 812, 0]",5,7.794,1070.904,20.781,0.831,0.833,0.0,1.665,86.6,35.7
2026-12-25,PM,6,4,5.151,799.586,1,17.456,1,"[0, 2120, 2125, 1604, 1513, 0]",4,5.151,799.586,17.456,0.698,0.667,0.0,1.365,57.23,26.65
2026-12-25,PM,7,3,7.603,965.824,1,23.996,1,"[0, 634, 661, 27, 0]",3,7.603,965.824,23.996,0.96,0.5,0.0,1.46,84.48,32.19
2026-12-26,AM,10,10,5.907,867.073,1,30.905,1,"[0, 1497, 1514, 712, 721, 547, 570, 581, 25, 564, 140, 0]",10,5.907,867.073,30.905,1.236,1.667,0.0,2.903,65.63,28.9
2026-12-26,AM,13,5,8.536,1078.446,1,23.133,1,"[0, 302, 305, 1235, 168, 8, 0]",5,8.536,1078.446,23.133,0.925,0.833,0.0,1.759,94.85,35.95
2026-12-26,AM,14,11,8.747,1305.869,1,28.948,1,"[0, 1926, 1774, 1802, 1803, 1544, 1551, 1574, 1581, 1587, 253, 1218, 0]",11,8.747,1305.869,28.948,1.158,1.833,0.0,2.991,97.19,43.53
2026-12-26,AM,18,6,8.736,1178.213,1,19.929,1,"[0, 1461, 589, 844, 853, 278, 280, 0]",6,8.736,1178.213,19.929,0.797,1.0,0.0,1.797,97.07,39.27
2026-12-26,AM,19,10,8.462,1283.661,1,25.223,1,"[0, 1914, 1928, 1943, 1957, 1861, 1820, 1827, 1846, 1348, 1067, 0]",10,8.462,1283.661,25.223,1.009,1.667,0.0,2.676,94.02,42.79
2026-12-26,AM,2,7,8.321,1179.312,1,27.639,1,"[0, 318, 339, 343, 459, 1266, 1272, 1273, 0]",7,8.321,1179.312,27.639,1.106,1.167,0.0,2.272,92.45,39.31
2026-12-26,AM,3,13,8.882,1662.592,1,30.264,1,"[0, 1415, 1428, 1431, 1441, 1442, 1152, 362, 1167, 370, 447, 456, 471, 378, 0]",13,8.882,1662.592,30.264,1.211,2.167,0.0,3.377,98.68,55.42
2026-12-26,AM,5,9,8.497,1202.873,1,26.43,1,"[0, 1609, 778, 792, 811, 3, 754, 752, 806, 794, 0]",9,8.497,1202.873,26.43,1.057,1.5,0.0,2.557,94.42,40.1
2026-12-26,AM,6,10,8.382,1328.013,1,32.711,1,"[0, 679, 683, 2120, 109, 2232, 2209, 15, 2250, 2205, 1518, 0]",10,8.382,1328.013,32.711,1.308,1.667,0.0,2.975,93.13,44.27
2026-12-26,AM,8,9,7.168,1091.019,1,34.829,1,"[0, 2083, 2030, 1102, 103, 1114, 1116, 13, 30, 1264, 0]",9,7.168,1091.019,34.829,1.393,1.5,0.0,2.893,79.65,36.37
2026-12-26,AM,9,5,8.375,1189.428,1,28.517,1,"[0, 1099, 558, 28, 380, 409, 0]",5,8.375,1189.428,28.517,1.141,0.833,0.0,1.974,93.06,39.65
2026-12-26,PM,1,5,7.634,1199.835,1,24.276,1,"[0, 913, 1157, 53, 74, 1277, 0]",5,7.634,1199.835,24.276,0.971,0.833,0.0,1.804,84.82,39.99
2026-12-26,PM,11,7,7.51,1142.865,1,14.723,1,"[0, 1607, 1631, 1632, 1638, 1643, 1287, 157, 0]",7,7.51,1142.865,14.723,0.589,1.167,0.0,1.756,83.44,38.1
2026-12-26,PM,12,3,5.746,788.195,1,5.332,1,"[0, 1652, 1654, 1680, 0]",3,5.746,788.195,5.332,0.213,0.5,0.0,0.713,63.85,26.27
2026-12-26,PM,15,7,8.397,1161.493,1,7.499,1,"[0, 2162, 1690, 1698, 1706, 1707, 1717, 1729, 0]",7,8.397,1161.493,7.499,0.3,1.167,0.0,1.467,93.3,38.72
2026-12-26,PM,16,6,7.608,1181.086,1,17.7,1,"[0, 1929, 1734, 1750, 627, 1306, 270, 0]",6,7.608,1181.086,17.7,0.708,1.0,0.0,1.708,84.53,39.37
2026-12-26,PM,17,7,8.908,1136.332,1,6.221,1,"[0, 2078, 2134, 2144, 2154, 2158, 2164, 2183, 0]",7,8.908,1136.332,6.221,0.249,1.167,0.0,1.416,98.98,37.88
2026-12-26,PM,20,6,8.978,1179.688,1,8.648,1,"[0, 1992, 1997, 2006, 1867, 1868, 1893, 0]",6,8.978,1179.688,8.648,0.346,1.0,0.0,1.346,99.76,39.32
2026-12-26,PM,21,9,8.077,1266.262,1,21.668,1,"[0, 931, 933, 949, 1370, 883, 876, 891, 623, 1050, 0]",9,8.077,1266.262,21.668,0.867,1.5,0.0,2.367,89.74,42.21
2026-12-26,PM,22,5,5.509,842.661,1,14.828,1,"[0, 244, 245, 908, 857, 852, 0]",5,5.509,842.661,14.828,0.593,0.833,0.0,1.426,61.21,28.09
2026-12-26,PM,4,8,8.706,1321.982,1,26.544,1,"[0, 930, 929, 928, 922, 1472, 1458, 1451, 1335, 0]",8,8.706,1321.982,26.544,1.063,1.333,0.0,2.397,96.74,44.07
2026-12-26,PM,7,6,8.923,1265.353,1,18.406,1,"[0, 520, 531, 2026, 2224, 972, 977, 0]",6,8.923,1265.353,18.406,0.736,1.0,0.0,1.736,99.14,42.18
2026-12-27,AM,1,8,8.056,1359.199,1,23.691,1,"[0, 913, 861, 1037, 316, 328, 340, 96, 72, 0]",8,8.056,1359.199,23.691,0.948,1.333,0.0,2.281,89.51,45.31
2026-12-27,AM,10,7,8.421,1425.083,1,26.902,1,"[0, 1591, 1477, 538, 577, 578, 408, 125, 0]",7,8.421,1425.083,26.902,1.076,1.167,0.0,2.243,93.57,47.5
2026-12-27,AM,11,11,8.192,1290.674,1,32.043,1,"[0, 1646, 1511, 704, 708, 718, 839, 1293, 1288, 128, 138, 1057, 0]",11,8.192,1290.674,32.043,1.282,1.833,0.0,3.115,91.02,43.02
2026-12-27,AM,13,6,8.712,1115.605,1,23.762,1,"[0, 1545, 1565, 1585, 312, 1237, 177, 0]",6,8.712,1115.605,23.762,0.95,1.0,0.0,1.95,96.8,37.19
2026-12-27,AM,14,9,6.972,1024.34,1,28.348,1,"[0, 1778, 1687, 1701, 1738, 1079, 824, 181, 183, 190, 0]",9,6.972,1024.34,28.348,1.134,1.5,0.0,2.634,77.47,34.14
2026-12-27,AM,18,13,8.669,1355.243,1,21.169,1,"[0, 2185, 1907, 1910, 1943, 1842, 1808, 1818, 1823, 1835, 1299, 853, 284, 285, 0]",13,8.669,1355.243,21.169,0.847,2.167,0.0,3.013,96.32,45.17
2026-12-27,AM,2,5,5.186,766.181,1,28.674,1,"[0, 342, 356, 1248, 370, 438, 0]",5,5.186,766.181,28.674,1.147,0.833,0.0,1.98,57.62,25.54
2026-12-27,AM,3,3,8.299,1048.376,1,28.2,1,"[0, 1151, 1175, 371, 0]",3,8.299,1048.376,28.2,1.128,0.5,0.0,1.628,92.21,34.95
2026-12-27,AM,7,10,8.834,1358.805,1,26.374,1,"[0, 653, 680, 686, 1204, 109, 2211, 2202, 2245, 2246, 2203, 0]",10,8.834,1358.805,26.374,1.055,1.667,0.0,2.722,98.15,45.29
2026-12-27,AM,8,11,7.399,1292.62,1,31.592,1,"[0, 2094, 1764, 1762, 498, 500, 2204, 1376, 982, 990, 1009, 40, 0]",11,7.399,1292.62,31.592,1.264,1.833,0.0,3.097,82.22,43.09
2026-12-27,AM,9,7,8.198,1276.844,1,38.102,1,"[0, 2041, 2058, 2024, 1104, 415, 432, 395, 0]",7,8.198,1276.844,38.102,1.524,1.167,0.0,2.691,91.09,42.56
2026-12-27,PM,12,8,7.911,1336.433,1,15.962,1,"[0, 1599, 1618, 1622, 1659, 1528, 995, 197, 161, 0]",8,7.911,1336.433,15.962,0.638,1.333,0.0,1.972,87.9,44.55
2026-12-27,PM,15,2,4.742,707.945,1,14.681,1,"[0, 1751, 606, 0]",2,4.742,707.945,14.681,0.587,0.333,0.0,0.921,52.69,23.6
2026-12-27,PM,16,4,8.094,1135.332,1,18.298,1,"[0, 2079, 2135, 2145, 274, 0]",4,8.094,1135.332,18.298,0.732,0.667,0.0,1.399,89.93,37.84
2026-12-27,PM,17,7,8.058,1271.869,1,6.21,1,"[0, 2147, 2165, 2168, 2170, 2178, 2179, 2183, 0]",7,8.058,1271.869,6.21,0.248,1.167,0.0,1.415,89.53,42.4
2026-12-27,PM,19,9,8.358,1291.193,1,10.82,1,"[0, 1956, 1966, 1975, 2003, 2008, 2009, 1870, 525, 866, 0]",9,8.358,1291.193,10.82,0.433,1.5,0.0,1.933,92.87,43.04
2026-12-27,PM,20,6,7.461,982.412,1,20.055,1,"[0, 924, 956, 874, 903, 1036, 1392, 0]",6,7.461,982.412,20.055,0.802,1.0,0.0,1.802,82.9,32.75
2026-12-27,PM,21,1,1.635,231.475,1,18.898,1,"[0, 1030, 0]",1,1.635,231.475,18.898,0.756,0.167,0.0,0.923,18.16,7.72
2026-12-27,PM,4,9,5.793,875.566,1,38.266,1,"[0, 1432, 1465, 198, 941, 208, 1505, 1509, 765, 755, 0]",9,5.793,875.566,38.266,1.554,1.5,0.0,3.054,64.37,29.19
2026-12-27,PM,5,4,7.675,1146.972,1,25.759,1,"[0, 1604, 1510, 14, 806, 0]",4,7.675,1146.972,25.759,1.03,0.667,0.0,1.697,85.27,38.23
2026-12-27,PM,6,4,8.437,1136.534,1,28.877,1,"[0, 2107, 2117, 2124, 2206, 0]",4,8.437,1136.534,28.877,1.155,0.667,0.0,1.822,93.74,37.88
2026-12-28,AM,1,7,8.043,1311.788,1,26.169,1,"[0, 218, 1169, 1136, 66, 1190, 86, 92, 0]",7,8.043,1311.788,26.169,1.047,1.167,0.0,2.213,89.37,43.73
2026-12-28,AM,12,9,8.914,1421.48,1,22.937,1,"[0, 2082, 1653, 1662, 2159, 291, 302, 303, 310, 8, 0]",9,8.914,1421.48,22.937,0.917,1.5,0.0,2.417,99.04,47.38
2026-12-28,AM,13,9,8.746,1282.097,1,28.884,1,"[0, 1544, 1569, 1584, 1772, 1781, 261, 169, 178, 192, 0]",9,8.746,1282.097,28.884,1.155,1.5,0.0,2.655,97.18,42.74
2026-12-28,AM,2,11,8.903,1338.073,1,30.921,1,"[0, 1445, 919, 336, 343, 342, 345, 83, 482, 1249, 452, 375, 0]",11,8.903,1338.073,30.921,1.237,1.833,0.0,3.07,98.92,44.6
2026-12-28,AM,3,8,8.784,1413.792,1,35.503,1,"[0, 1460, 928, 930, 942, 221, 1612, 781, 783, 0]",8,8.784,1413.792,35.503,1.42,1.333,0.0,2.753,97.6,47.13
2026-12-28,AM,4,11,8.123,1313.968,1,30.936,1,"[0, 2102, 506, 1608, 521, 1510, 1181, 744, 755, 766, 785, 805, 0]",11,8.123,1313.968,30.936,1.253,1.833,0.0,3.086,90.25,43.8
2026-12-28,AM,6,7,8.07,1164.868,1,29.252,1,"[0, 2233, 2235, 2236, 986, 1381, 1003, 1383, 0]",7,8.07,1164.868,29.252,1.17,1.167,0.0,2.337,89.67,38.83
2026-12-28,AM,7,10,7.318,1140.313,1,35.232,1,"[0, 2047, 2050, 2053, 2055, 2068, 2027, 984, 1130, 433, 429, 0]",10,7.318,1140.313,35.232,1.409,1.667,0.0,3.076,81.31,38.01
2026-12-28,AM,8,7,7.994,1071.908,1,33.227,1,"[0, 1106, 22, 413, 382, 383, 1263, 405, 0]",7,7.994,1071.908,33.227,1.329,1.167,0.0,2.496,88.83,35.73
2026-12-28,AM,9,11,8.693,1316.556,1,30.016,1,"[0, 1524, 1477, 962, 1086, 1098, 551, 562, 568, 561, 126, 116, 0]",11,8.693,1316.556,30.016,1.201,1.833,0.0,3.034,96.59,43.89
2026-12-28,PM,10,9,8.86,1331.371,1,11.168,1,"[0, 1520, 1530, 1535, 1541, 705, 710, 730, 1327, 714, 0]",9,8.86,1331.371,11.168,0.447,1.5,0.0,1.947,98.45,44.38
2026-12-28,PM,11,8,8.959,1337.473,1,20.494,1,"[0, 1620, 1625, 1626, 1628, 1284, 1082, 157, 546, 0]",8,8.959,1337.473,20.494,0.82,1.333,0.0,2.153,99.55,44.58
2026-12-28,PM,14,5,7.809,1051.043,1,14.681,1,"[0, 1699, 1726, 1738, 599, 620, 0]",5,7.809,1051.043,14.681,0.587,0.833,0.0,1.421,86.77,35.03
2026-12-28,PM,15,5,8.895,1242.941,1,14.682,1,"[0, 2142, 2145, 1627, 627, 630, 0]",5,8.895,1242.941,14.682,0.587,0.833,0.0,1.421,98.83,41.43
2026-12-28,PM,16,10,7.913,1184.229,1,25.958,1,"[0, 1309, 2149, 2150, 2156, 2163, 2164, 1849, 1806, 1812, 1072, 0]",10,7.913,1184.229,25.958,1.038,1.667,0.0,2.705,87.92,39.47
2026-12-28,PM,17,7,8.243,1104.376,1,8.776,1,"[0, 1940, 1961, 1980, 2005, 1900, 1816, 1828, 0]",7,8.243,1104.376,8.776,0.351,1.167,0.0,1.518,91.59,36.81
2026-12-28,PM,18,7,7.872,1137.185,1,21.914,1,"[0, 2009, 956, 884, 896, 1359, 1048, 1050, 0]",7,7.872,1137.185,21.914,0.877,1.167,0.0,2.043,87.47,37.91
2026-12-28,PM,19,1,1.859,298.837,1,18.696,1,"[0, 1023, 0]",1,1.859,298.837,18.696,0.748,0.167,0.0,0.915,20.65,9.96
2026-12-28,PM,5,8,8.75,1154.144,1,29.252,1,"[0, 660, 661, 680, 2116, 503, 1211, 2234, 2205, 0]",8,8.75,1154.144,29.252,1.17,1.333,0.0,2.503,97.22,38.47
2026-12-29,AM,10,10,8.304,1369.662,1,23.203,1,"[0, 1633, 1635, 1679, 2159, 523, 1958, 303, 1077, 158, 7, 0]",10,8.304,1369.662,23.203,0.928,1.667,0.0,2.595,92.26,45.66
2026-12-29,AM,16,12,8.596,1432.233,1,20.214,1,"[0, 206, 202, 224, 252, 955, 1985, 1999, 878, 869, 877, 1026, 1038, 0]",12,8.596,1432.233,20.214,0.809,2.0,0.0,2.809,95.51,47.74
2026-12-29,AM,2,5,8.796,1214.74,1,25.539,1,"[0, 236, 327, 326, 364, 89, 0]",5,8.796,1214.74,25.539,1.022,0.833,0.0,1.855,97.73,40.49
2026-12-29,AM,3,9,8.903,1429.024,1,29.655,1,"[0, 1424, 1143, 335, 359, 1269, 448, 455, 464, 378, 0]",9,8.903,1429.024,29.655,1.186,1.5,0.0,2.686,98.92,47.63
2026-12-29,AM,5,8,8.498,1295.924,1,33.324,1,"[0, 2122, 1505, 1338, 4, 3, 750, 744, 786, 0]",8,8.498,1295.924,33.324,1.333,1.333,0.0,2.666,94.43,43.2
2026-12-29,AM,7,11,8.795,1327.971,1,34.105,1,"[0, 2042, 969, 2223, 2198, 106, 2231, 2237, 1005, 1010, 40, 12, 0]",11,8.795,1327.971,34.105,1.389,1.833,0.0,3.223,97.72,44.27
2026-12-29,AM,8,7,8.499,1149.759,1,28.561,1,"[0, 2087, 2022, 2069, 1015, 381, 398, 427, 0]",7,8.499,1149.759,28.561,1.142,1.167,0.0,2.309,94.44,38.33
2026-12-29,AM,9,9,7.854,1259.429,1,32.872,1,"[0, 1590, 1497, 962, 1373, 569, 127, 129, 136, 1045, 0]",9,7.854,1259.429,32.872,1.315,1.5,0.0,2.815,87.27,41.98
2026-12-29,PM,1,4,8.256,1262.622,1,18.482,1,"[0, 946, 862, 1020, 1199, 0]",4,8.256,1262.622,18.482,0.739,0.667,0.0,1.406,91.73,42.09
2026-12-29,PM,11,9,8.99,1239.911,1,27.832,1,"[0, 1603, 1754, 1563, 1789, 1796, 1799, 1803, 1688, 188, 0]",9,8.99,1239.911,27.832,1.113,1.5,0.0,2.613,99.89,41.33
2026-12-29,PM,12,7,8.252,1225.564,1,14.681,1,"[0, 1698, 1713, 1718, 1725, 1733, 592, 613, 0]",7,8.252,1225.564,14.681,0.587,1.167,0.0,1.754,91.69,40.85
2026-12-29,PM,13,4,4.426,751.792,1,14.691,1,"[0, 2079, 2174, 624, 1307, 0]",4,4.426,751.792,14.691,0.588,0.667,0.0,1.254,49.18,25.06
2026-12-29,PM,14,3,8.993,1202.867,1,15.696,1,"[0, 2175, 1981, 851, 0]",3,8.993,1202.867,15.696,0.628,0.5,0.0,1.128,99.92,40.1
2026-12-29,PM,15,9,8.343,1290.862,1,15.65,1,"[0, 1932, 2097, 1860, 1864, 1834, 1847, 1850, 1852, 819, 0]",9,8.343,1290.862,15.65,0.626,1.5,0.0,2.126,92.7,43.03
2026-12-29,PM,4,7,7.202,1135.685,1,7.157,1,"[0, 1441, 1454, 1455, 1458, 1462, 1470, 205, 0]",7,7.202,1135.685,7.157,0.286,1.167,0.0,1.453,80.02,37.86
2026-12-29,PM,6,7,7.943,1073.317,1,27.301,1,"[0, 647, 666, 668, 687, 2127, 2249, 2207, 0]",7,7.943,1073.317,27.301,1.092,1.167,0.0,2.259,88.26,35.78
2026-12-30,AM,1,10,7.004,1184.461,1,27.477,1,"[0, 223, 821, 1024, 1019, 67, 1188, 68, 71, 1277, 94, 0]",10,7.004,1184.461,27.477,1.099,1.667,0.0,2.766,77.83,39.48
2026-12-30,AM,10,10,8.96,1220.2,1,15.761,1,"[0, 1619, 697, 708, 719, 722, 731, 740, 1322, 197, 1123, 0]",10,8.96,1220.2,15.761,0.63,1.667,0.0,2.297,99.55,40.67
2026-12-30,AM,12,10,8.574,1454.853,1,28.526,1,"[0, 1640, 1776, 1796, 1737, 1739, 1746, 1752, 597, 602, 191, 0]",10,8.574,1454.853,28.526,1.141,1.667,0.0,2.808,95.26,48.5
2026-12-30,AM,2,4,8.152,1034.768,1,27.627,1,"[0, 1239, 331, 332, 1270, 0]",4,8.152,1034.768,27.627,1.105,0.667,0.0,1.772,90.58,34.49
2026-12-30,AM,3,9,6.537,940.563,1,31.608,1,"[0, 1420, 1421, 1434, 1221, 935, 356, 453, 466, 379, 0]",9,6.537,940.563,31.608,1.264,1.5,0.0,2.764,72.63,31.35
2026-12-30,AM,7,10,8.773,1220.253,1,31.274,1,"[0, 2088, 1763, 2039, 2040, 2068, 1495, 1111, 34, 999, 1004, 0]",10,8.773,1220.253,31.274,1.251,1.667,0.0,2.918,97.48,40.68
2026-12-30,AM,8,7,7.35,1101.828,1,29.183,1,"[0, 1647, 1481, 1256, 389, 401, 403, 418, 0]",7,7.35,1101.828,29.183,1.167,1.167,0.0,2.334,81.67,36.73
2026-12-30,AM,9,5,8.024,1166.617,1,28.588,1,"[0, 1593, 962, 582, 129, 116, 0]",5,8.024,1166.617,28.588,1.144,0.833,0.0,1.977,89.16,38.89
2026-12-30,PM,11,11,8.73,1347.229,1,18.936,1,"[0, 1652, 1672, 1677, 1775, 1563, 533, 301, 305, 308, 1077, 163, 0]",11,8.73,1347.229,18.936,0.758,1.833,0.0,2.592,97.0,44.91
2026-12-30,PM,13,9,6.279,963.958,1,20.465,1,"[0, 2134, 2135, 2142, 2146, 2170, 2186, 1929, 621, 283, 0]",9,6.279,963.958,20.465,0.819,1.5,0.0,2.319,69.77,32.13
2026-12-30,PM,14,2,4.791,720.411,1,21.37,1,"[0, 1128, 286, 0]",2,4.791,720.411,21.37,0.855,0.333,0.0,1.188,53.24,24.01
2026-12-30,PM,15,6,8.733,1230.768,1,25.184,1,"[0, 1906, 1913, 1813, 1852, 1347, 1395, 0]",6,8.733,1230.768,25.184,1.007,1.0,0.0,2.007,97.03,41.03
2026-12-30,PM,16,11,6.779,1044.056,1,20.064,1,"[0, 1931, 230, 234, 954, 1988, 1993, 1890, 886, 868, 623, 1030, 0]",11,6.779,1044.056,20.064,0.803,1.833,0.0,2.636,75.32,34.8
2026-12-30,PM,4,5,8.179,1012.61,1,24.869,1,"[0, 1608, 809, 788, 779, 203, 0]",5,8.179,1012.61,24.869,0.995,0.833,0.0,1.828,90.88,33.75
2026-12-30,PM,5,6,7.774,1137.385,1,27.796,1,"[0, 656, 2124, 122, 1518, 756, 806, 0]",6,7.774,1137.385,27.796,1.112,1.0,0.0,2.112,86.37,37.91
2026-12-30,PM,6,4,7.255,915.848,1,21.415,1,"[0, 677, 1308, 501, 2239, 0]",4,7.255,915.848,21.415,0.857,0.667,0.0,1.523,80.62,30.53
2026-12-31,AM,2,7,8.888,1400.893,1,30.143,1,"[0, 42, 1145, 365, 439, 436, 468, 1176, 0]",7,8.888,1400.893,30.143,1.206,1.167,0.0,2.372,98.75,46.7
2026-12-31,AM,3,10,8.618,1224.348,1,39.503,1,"[0, 930, 1464, 1452, 2085, 1609, 509, 1521, 1500, 768, 746, 0]",10,8.618,1224.348,39.503,1.809,1.667,0.0,3.475,95.76,40.81
2026-12-31,AM,4,8,8.578,1151.873,1,30.662,1,"[0, 635, 2116, 2128, 1204, 2201, 2252, 2245, 1009, 0]",8,8.578,1151.873,30.662,1.239,1.333,0.0,2.572,95.32,38.4
2026-12-31,AM,5,11,8.482,1332.043,1,33.759,1,"[0, 2087, 690, 689, 2021, 2061, 2068, 2219, 558, 409, 392, 424, 0]",11,8.482,1332.043,33.759,1.35,1.833,0.0,3.184,94.24,44.4
2026-12-31,AM,6,7,7.998,1239.924,1,22.897,1,"[0, 1476, 696, 700, 1090, 575, 577, 583, 0]",7,7.998,1239.924,22.897,0.916,1.167,0.0,2.083,88.87,41.33
2026-12-31,AM,7,7,8.278,1123.143,1,29.836,1,"[0, 2034, 1511, 1525, 705, 1324, 18, 137, 0]",7,8.278,1123.143,29.836,1.193,1.167,0.0,2.36,91.98,37.44
2026-12-31,AM,9,9,8.812,1293.045,1,27.726,1,"[0, 2143, 1753, 1579, 1779, 1720, 313, 172, 173, 1217, 0]",9,8.812,1293.045,27.726,1.109,1.5,0.0,2.609,97.91,43.1
2026-12-31,PM,1,6,7.48,1256.486,1,25.707,1,"[0, 223, 862, 1137, 1020, 63, 478, 0]",6,7.48,1256.486,25.707,1.028,1.0,0.0,2.028,83.11,41.88
2026-12-31,PM,10,8,8.77,1490.433,1,25.823,1,"[0, 2147, 2153, 2188, 1739, 1741, 1971, 267, 1070, 0]",8,8.77,1490.433,25.823,1.033,1.333,0.0,2.366,97.45,49.68
2026-12-31,PM,11,7,7.341,1115.22,1,25.184,1,"[0, 1921, 1930, 1938, 1817, 842, 845, 1067, 0]",7,7.341,1115.22,25.184,1.007,1.167,0.0,2.174,81.57,37.17
2026-12-31,PM,12,7,7.681,1014.908,1,8.655,1,"[0, 1939, 1962, 1965, 1858, 1880, 1882, 1891, 0]",7,7.681,1014.908,8.655,0.346,1.167,0.0,1.513,85.34,33.83
2026-12-31,PM,13,10,7.925,1064.107,1,11.853,1,"[0, 648, 2191, 1966, 1967, 1367, 1368, 873, 880, 877, 895, 0]",10,7.925,1064.107,11.853,0.474,1.667,0.0,2.141,88.05,35.47
2026-12-31,PM,8,10,7.398,999.357,1,20.288,1,"[0, 1602, 1616, 1620, 1629, 1636, 1652, 1662, 294, 1078, 546, 0]",10,7.398,999.357,20.288,0.812,1.667,0.0,2.478,82.2,33.31
2027-01-01,AM,1,5,8.81,1111.138,1,19.032,1,"[0, 1147, 1133, 1040, 1065, 55, 0]",5,8.81,1111.138,19.032,0.761,0.833,0.0,1.595,97.89,37.04
2027-01-01,AM,2,7,8.411,1115.849,1,29.4,1,"[0, 913, 48, 79, 84, 1278, 373, 442, 0]",7,8.411,1115.849,29.4,1.176,1.167,0.0,2.343,93.46,37.19
2027-01-01,AM,3,7,8.237,1143.417,1,31.733,1,"[0, 1448, 1472, 1222, 1405, 1163, 1164, 1173, 0]",7,8.237,1143.417,31.733,1.269,1.167,0.0,2.436,91.52,38.11
2027-01-01,AM,5,7,8.286,1277.108,1,32.262,1,"[0, 2226, 110, 106, 2232, 143, 998, 1017, 0]",7,8.286,1277.108,32.262,1.38,1.167,0.0,2.546,92.07,42.57
2027-01-01,AM,6,8,8.996,1178.556,1,28.069,1,"[0, 1482, 2028, 2051, 1016, 1486, 2218, 1495, 10, 0]",8,8.996,1178.556,28.069,1.181,1.333,0.0,2.515,99.95,39.29
2027-01-01,AM,7,7,7.764,1035.366,1,28.376,1,"[0, 2087, 1593, 1480, 1259, 386, 396, 402, 0]",7,7.764,1035.366,28.376,1.135,1.167,0.0,2.302,86.27,34.51
