fecha,ventana,cluster_id_dia,n_nodos_cluster,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas_cluster,km_totales_cluster,ruta_id,ruta,num_clientes,volumen_m3,peso_kg,km_ruta,tiempo_viaje_h,tiempo_servicio_h,descanso_h,tiempo_total_h,utilizacion_vol_pct,utilizacion_peso_pct
2027-01-01,AM,8,10,8.188,1331.829,1,24.016,1,"[0, 1588, 1597, 1643, 692, 194, 1092, 553, 539, 547, 576, 0]",10,8.188,1331.829,24.016,0.961,1.667,0.0,2.627,90.98,44.39
2027-01-01,PM,10,4,6.193,878.228,1,16.158,1,"[0, 1767, 1783, 1789, 260, 0]",4,6.193,878.228,16.158,0.646,0.667,0.0,1.313,68.82,29.27
2027-01-01,PM,11,6,8.527,1227.305,1,14.681,1,"[0, 1691, 1693, 1716, 1717, 602, 606, 0]",6,8.527,1227.305,14.681,0.587,1.0,0.0,1.587,94.74,40.91
2027-01-01,PM,12,13,7.967,1155.478,1,16.327,1,"[0, 1910, 1934, 1940, 1951, 2168, 2149, 1627, 1981, 1971, 1845, 1850, 1300, 853, 0]",13,7.967,1155.478,16.327,0.663,2.167,0.0,2.83,88.52,38.52
2027-01-01,PM,13,4,8.274,1374.074,1,15.447,1,"[0, 1963, 1973, 1877, 817, 0]",4,8.274,1374.074,15.447,0.618,0.667,0.0,1.285,91.94,45.8
2027-01-01,PM,14,7,7.92,1114.82,1,12.197,1,"[0, 225, 246, 960, 1985, 2000, 875, 904, 0]",7,7.92,1114.82,12.197,0.488,1.167,0.0,1.655,88.0,37.16
2027-01-01,PM,4,6,7.599,1149.63,1,32.97,1,"[0, 655, 687, 2108, 515, 770, 2251, 0]",6,7.599,1149.63,32.97,1.319,1.0,0.0,2.319,84.43,38.32
2027-01-01,PM,9,10,8.202,1355.542,1,18.215,1,"[0, 1598, 1634, 1672, 2081, 1582, 522, 302, 256, 1344, 830, 0]",10,8.202,1355.542,18.215,0.729,1.667,0.0,2.395,91.13,45.18
2027-01-02,AM,1,6,6.518,932.766,1,26.652,1,"[0, 1137, 1135, 864, 332, 85, 480, 0]",6,6.518,932.766,26.652,1.066,1.0,0.0,2.066,72.42,31.09
2027-01-02,AM,10,10,8.505,1368.598,1,31.42,1,"[0, 1620, 1665, 1667, 1673, 1678, 1519, 1537, 1538, 158, 141, 0]",10,8.505,1368.598,31.42,1.257,1.667,0.0,2.923,94.5,45.62
2027-01-02,AM,11,11,7.479,1150.914,1,27.132,1,"[0, 1768, 1755, 1573, 1572, 1542, 489, 300, 311, 176, 183, 185, 0]",11,7.479,1150.914,27.132,1.088,1.833,0.0,2.921,83.1,38.36
2027-01-02,AM,15,13,7.75,1355.525,1,19.5,1,"[0, 2191, 224, 226, 232, 241, 250, 954, 1974, 1995, 1885, 888, 814, 1021, 0]",13,7.75,1355.525,19.5,0.78,2.167,0.0,2.947,86.11,45.18
2027-01-02,AM,2,10,8.201,1278.46,1,28.977,1,"[0, 1419, 1424, 1431, 917, 338, 354, 1160, 1165, 1279, 459, 0]",10,8.201,1278.46,28.977,1.159,1.667,0.0,2.826,91.12,42.62
2027-01-02,AM,6,11,7.743,1203.155,1,22.693,1,"[0, 636, 2092, 495, 971, 972, 981, 1377, 1202, 102, 2229, 694, 0]",11,7.743,1203.155,22.693,0.95,1.833,0.0,2.783,86.03,40.11
2027-01-02,AM,7,13,8.882,1653.979,1,36.319,1,"[0, 1650, 1591, 1756, 1479, 2046, 1492, 20, 33, 383, 384, 1262, 414, 429, 0]",13,8.882,1653.979,36.319,1.478,2.167,0.0,3.645,98.69,55.13
2027-01-02,AM,9,5,8.804,1171.223,1,29.877,1,"[0, 1526, 1329, 17, 18, 136, 0]",5,8.804,1171.223,29.877,1.195,0.833,0.0,2.028,97.82,39.04
2027-01-02,PM,12,8,7.319,990.679,1,17.299,1,"[0, 2145, 1790, 1800, 1714, 514, 614, 265, 267, 0]",8,7.319,990.679,17.299,0.692,1.333,0.0,2.025,81.33,33.02
2027-01-02,PM,13,5,8.291,1229.305,1,6.21,1,"[0, 2158, 2170, 2176, 2183, 2194, 0]",5,8.291,1229.305,6.21,0.248,0.833,0.0,1.082,92.12,40.98
2027-01-02,PM,14,9,7.606,1063.87,1,26.194,1,"[0, 1937, 1950, 2076, 2105, 1832, 1867, 1869, 1883, 1396, 0]",9,7.606,1063.87,26.194,1.048,1.5,0.0,2.548,84.51,35.46
2027-01-02,PM,3,9,8.912,1498.784,1,33.192,1,"[0, 1471, 1464, 1439, 938, 942, 1505, 2100, 1337, 775, 0]",9,8.912,1498.784,33.192,1.696,1.5,0.0,3.196,99.02,49.96
2027-01-02,PM,4,9,5.499,826.669,1,23.56,1,"[0, 2102, 2110, 1605, 1518, 3, 749, 1331, 754, 808, 0]",9,5.499,826.669,23.56,0.955,1.5,0.0,2.455,61.1,27.56
2027-01-02,PM,5,2,7.516,986.412,1,24.147,1,"[0, 2124, 1184, 0]",2,7.516,986.412,24.147,0.966,0.333,0.0,1.299,83.51,32.88
2027-01-02,PM,8,7,5.724,899.391,1,23.404,1,"[0, 1590, 702, 734, 1320, 1346, 551, 583, 0]",7,5.724,899.391,23.404,0.936,1.167,0.0,2.103,63.6,29.98
2027-01-03,AM,1,8,7.114,1143.908,1,29.131,1,"[0, 1042, 55, 77, 68, 69, 314, 467, 1267, 0]",8,7.114,1143.908,29.131,1.165,1.333,0.0,2.499,79.04,38.13
2027-01-03,AM,10,4,8.703,1106.497,1,14.68,1,"[0, 2079, 621, 622, 1303, 0]",4,8.703,1106.497,14.68,0.587,0.667,0.0,1.254,96.7,36.88
2027-01-03,AM,11,10,8.776,1384.965,1,12.722,1,"[0, 2142, 2188, 1226, 950, 947, 2004, 1886, 1898, 873, 912, 0]",10,8.776,1384.965,12.722,0.529,1.667,0.0,2.196,97.51,46.17
2027-01-03,AM,3,9,7.175,1064.687,1,37.002,1,"[0, 633, 667, 2113, 521, 1440, 754, 1496, 109, 16, 0]",9,7.175,1064.687,37.002,1.503,1.5,0.0,3.003,79.72,35.49
2027-01-03,AM,5,8,8.304,1451.567,1,25.905,1,"[0, 646, 1629, 2020, 713, 717, 722, 834, 334, 0]",8,8.304,1451.567,25.905,1.036,1.333,0.0,2.37,92.26,48.39
2027-01-03,AM,7,9,8.615,1343.011,1,26.211,1,"[0, 1562, 1566, 1575, 1577, 1787, 1791, 1695, 823, 1063, 0]",9,8.615,1343.011,26.211,1.048,1.5,0.0,2.548,95.72,44.77
2027-01-03,PM,2,5,8.212,1156.359,1,28.574,1,"[0, 1443, 1473, 200, 1223, 346, 0]",5,8.212,1156.359,28.574,1.143,0.833,0.0,1.976,91.25,38.55
2027-01-03,PM,4,6,7.064,985.966,1,16.549,1,"[0, 1596, 1649, 963, 2046, 2028, 2225, 0]",6,7.064,985.966,16.549,0.664,1.0,0.0,1.664,78.49,32.87
2027-01-03,PM,6,4,8.397,1123.857,1,22.07,1,"[0, 1635, 1664, 1215, 196, 0]",4,8.397,1123.857,22.07,0.883,0.667,0.0,1.549,93.3,37.46
2027-01-03,PM,8,3,2.755,401.86,1,7.498,1,"[0, 1711, 1714, 1735, 0]",3,2.755,401.86,7.498,0.3,0.5,0.0,0.8,30.61,13.4
2027-01-03,PM,9,2,6.865,747.403,1,14.681,1,"[0, 1745, 600, 0]",2,6.865,747.403,14.681,0.587,0.333,0.0,0.921,76.28,24.91
2027-01-04,AM,2,5,6.228,913.71,1,35.644,1,"[0, 2110, 809, 752, 810, 2253, 0]",5,6.228,913.71,35.644,1.426,0.833,0.0,2.259,69.2,30.46
2027-01-04,AM,4,11,8.611,1284.64,1,34.122,1,"[0, 1630, 518, 1512, 689, 722, 737, 544, 1297, 559, 405, 404, 0]",11,8.611,1284.64,34.122,1.365,1.833,0.0,3.198,95.68,42.82
2027-01-04,AM,5,10,8.828,1487.287,1,27.981,1,"[0, 2182, 1759, 1576, 532, 1712, 1970, 1812, 1129, 5, 183, 0]",10,8.828,1487.287,27.981,1.134,1.667,0.0,2.801,98.09,49.58
2027-01-04,PM,1,6,8.137,1028.115,1,44.427,1,"[0, 1434, 1460, 1465, 454, 941, 1960, 0]",6,8.137,1028.115,44.427,1.821,1.0,0.0,2.821,90.41,34.27
2027-01-04,PM,3,5,7.891,1107.615,1,18.14,1,"[0, 640, 502, 144, 108, 2229, 0]",5,7.891,1107.615,18.14,0.726,0.833,0.0,1.559,87.68,36.92
2027-01-04,PM,6,4,6.601,793.501,1,19.299,1,"[0, 1224, 1996, 2004, 1034, 0]",4,6.601,793.501,19.299,0.772,0.667,0.0,1.439,73.35,26.45
2027-01-05,AM,1,4,6.738,1045.815,1,21.387,1,"[0, 948, 1719, 1330, 1502, 0]",4,6.738,1045.815,21.387,0.855,0.667,0.0,1.522,74.87,34.86
